name,price,description,sustainability_features,rating_product,product_page_url,product_id,review_url,author,date,rating_customer,content,BERT_sentiment,GPT_sentiment
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Barbara,"Reviewed in the United States on July 14, 2017",3.0,An amazing lamp. Good light and attractive,2,2
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Barbara,"Reviewed in the United States on July 14, 2017",3.0,An amazing lamp. Good light and attractive,2,2
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,P.B.N.,"Reviewed in the United States on March 7, 2019",3.0,"I have used four different LED lamps from Humanscale (Horizon, Element Vision, Element DIsc and Element 790) and they were all excellent. Unlike the cheaper LED lamps, these only have a single light source and do not cast multiple shadows. The Vision's color temperature is warm at 3000K, being easier on your eyes. It is also dimmable, and comes with a proximity sensor. It's a bit pricey but it'll last you a long time.",1,2
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,P.B.N.,"Reviewed in the United States on March 7, 2019",3.0,"I have used four different LED lamps from Humanscale (Horizon, Element Vision, Element DIsc and Element 790) and they were all excellent. Unlike the cheaper LED lamps, these only have a single light source and do not cast multiple shadows. The Vision's color temperature is warm at 3000K, being easier on your eyes. It is also dimmable, and comes with a proximity sensor. It's a bit pricey but it'll last you a long time.",1,2
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Vincent W. Deluca Jr.,"Reviewed in the United States on November 3, 2018",3.0,"So far the Element 790 has been outstanding. The color is a bit on the warm side and dims down to a comfortable level when working late at night. It has a sleek modern design and helps create a clean desk aesthetic. I love the compact head, you can put the light where you need it and quickly adjust the power level.",1,2
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Vincent W. Deluca Jr.,"Reviewed in the United States on November 3, 2018",3.0,"So far the Element 790 has been outstanding. The color is a bit on the warm side and dims down to a comfortable level when working late at night. It has a sleek modern design and helps create a clean desk aesthetic. I love the compact head, you can put the light where you need it and quickly adjust the power level.",1,2
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kindle Customer,"Reviewed in the United States on August 4, 2024",4.0,"As usual Humanscale pricing is exorbitant, hence 4 stars!",1,1
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kindle Customer,"Reviewed in the United States on August 4, 2024",4.0,"As usual Humanscale pricing is exorbitant, hence 4 stars!",1,1
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kindle Customer,"Reviewed in the United States on August 4, 2024",4.0,"As usual Humanscale pricing is exorbitant, hence 4 stars!",1,1
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kindle Customer,"Reviewed in the United States on August 4, 2024",4.0,"As usual Humanscale pricing is exorbitant, hence 4 stars!",1,1
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kindle Customer,"Reviewed in the United States on December 14, 2014",4.0,Really like the auto on and off. T h e base is sturdy and can hold smart devices small desk  things.,2,1
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kindle Customer,"Reviewed in the United States on December 14, 2014",4.0,Really like the auto on and off. T h e base is sturdy and can hold smart devices small desk  things.,2,1
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kindle Customer,"Reviewed in the United States on December 14, 2014",4.0,Really like the auto on and off. T h e base is sturdy and can hold smart devices small desk  things.,2,1
Humanscale Element Disk Task Light: Desktop Base - Silver,399.99,"PIR occupancy sensor automatically turns the unit off when not in use, and back on when the user returns
Dimmer switch provides seven adjustable illumination levels for energyefficiency and ergonomic function
Smart dimming memory saves the last selected lighting level, even after the light has been shut off
Perfect internal counterbalance provides effortless, one-touch positioning
Slender, futuristic form folds into a compact nesting position","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.3,https://www.amazon.com/Humanscale-Element-Disk-Task-Light/dp/B00KEN8ZTQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.nxEIQuY-Cqkel0XOS0bAZCLdpJPT7y7n3ccTL1v55HSvbhOQa-RzbCnPLcwTAZ4XCQlK0oAYaAv7oJoTyWVYZe627X36TDyRn_D5fkRuSS8fc0kl7wtp0G0Ui3wADXVr6ya3GRDHYg0GjbMVAcOdSpNs3XSo3hK2eNs536e9s8u83w7VsG39N11pBF4qaktt7okMpwZUCdx-4udG-FzYyq0W03h9pPFn1yplE6zt-xCHPwCvblPupRwJLdC9fcgIdMOqhJan6eorzHZlTGjeQChT00yvcYiSkIEmMWg3H1I.0qgq-6TLaKFHf72pGN3KkpV93hpECWp3tWnwWST1TtQ&dib_tag=se&qid=1727752833&rnid=2941120011&s=hi&sr=1-2&srs=24000582011&th=1,B00KEN8ZTQ,https://www.amazon.com/product-reviews/B00KEN8ZTQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kindle Customer,"Reviewed in the United States on December 14, 2014",4.0,Really like the auto on and off. T h e base is sturdy and can hold smart devices small desk  things.,2,1
